,cafe_names,cafe_places,cafe_ranks,cafe_adresses,cafe_images1,ca_images2
569,こなな 阪急三番街店, 大阪梅田（阪急）駅 135m / カフェ・喫茶(カフェ)、パスタ、スイーツ（その他）            ,3.20,大阪府大阪市北区芝田1-1-3 阪急三番街  B2F,"['https://tblg.k-img.com/restaurant/images/Rvw/163377/320x320_square_9362e55d82786b8d0c824e28b82a60e1.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/163377/320x320_square_b9948b4be67397adc8ffdbf5cdfc76d9.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/163377/320x320_square_dacba8188dac94f607d1ea23efe06fbd.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/32002/150x150_square_32002012.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/32002/150x150_square_32002015.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/32002/150x150_square_32002016.jpg']"
570,コメダ珈琲店  あべの店, 天王寺駅前駅 95m / カフェ・喫茶(コーヒー専門店)、カフェ・喫茶(喫茶店)、カフェ・喫茶(カフェ)            ,3.20,大阪府大阪市阿倍野区阿倍野筋1-6-1 ヴィアあべのウォーク  105,"['https://tblg.k-img.com/restaurant/images/Rvw/163192/320x320_square_0f3e0dfbd7e9f33daf55cde78c2eb803.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/138496/320x320_square_138496398.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/134560/320x320_square_134560212.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/94610/150x150_square_94610146.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/94610/150x150_square_94610155.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/94610/150x150_square_94610161.jpg']"
571,コメダ珈琲店 天神橋筋六丁目店, 天神橋筋六丁目駅 119m / カフェ・喫茶(コーヒー専門店)、カフェ・喫茶(喫茶店)、カフェ・喫茶(カフェ)            ,3.20,大阪府大阪市北区天神橋5丁目8-14 ,"['https://tblg.k-img.com/restaurant/images/Rvw/156032/320x320_square_156032954.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/156032/320x320_square_156032960.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/156032/320x320_square_156032967.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/142330/150x150_square_142330285.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/142330/150x150_square_142330281.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/142330/150x150_square_142330311.jpg']"
572,クックハウス 阪急三番街店, 大阪梅田（阪急）駅 42m / カフェ・喫茶(カフェ・喫茶（その他）)、パン、デリカテッセン            ,3.20,大阪府大阪市北区芝田1-1-3 阪急三番街  B2F,"['https://tblg.k-img.com/restaurant/images/Rvw/3114/320x320_square_3114124.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/3114/320x320_square_3114126.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/3114/320x320_square_3114150.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/90847/150x150_square_90847936.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/90847/150x150_square_90847946.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/90847/150x150_square_90847940.jpg']"
573,スターバックス・コーヒー  JR東海 新大阪駅新幹線ラチ内店, 新大阪駅 73m / カフェ・喫茶(カフェ)、カフェ・喫茶(コーヒー専門店)、カフェ・喫茶(喫茶店)            ,3.20,大阪府大阪市東淀川区西淡路1-1-36 ,"['https://tblg.k-img.com/restaurant/images/Rvw/167711/320x320_square_5008abdc4f33640974285d70b15adf33.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/161092/320x320_square_161092978.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/151404/320x320_square_151404265.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/118269/150x150_square_118269267.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/118269/150x150_square_118269261.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/118122/150x150_square_118122257.jpg']"
574,クックハウス  なんばウォーク店, 大阪難波駅 31m / カフェ・喫茶(カフェ)、パン、サンドイッチ            ,3.20,大阪府大阪市中央区難波2丁目虹のまち1-10 ,"['https://tblg.k-img.com/restaurant/images/Rvw/20293/320x320_square_20293269.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/20293/320x320_square_20293271.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/20966/320x320_square_20966358.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/86413/150x150_square_86413003.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/86413/150x150_square_86413256.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/86412/150x150_square_86412669.jpg']"
575,ヴィタメール 梅田大丸店, 大阪梅田（阪神）駅 109m / カフェ・喫茶(カフェ)、ケーキ、チョコレート            ,3.20,大阪府大阪市北区梅田3-1-1 大丸梅田店,"['https://tblg.k-img.com/restaurant/images/Rvw/68495/320x320_square_68495567.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/68495/320x320_square_68495573.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/68495/320x320_square_68495579.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/68495/150x150_square_68495567.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/68495/150x150_square_68495573.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/68495/150x150_square_68495575.jpg']"
576,ワララ, 中崎町駅 186m / カフェ・喫茶(喫茶店)、カフェ・喫茶(カフェ)、パンケーキ            ,3.20,大阪府大阪市北区中崎3-2-22 ,"['https://tblg.k-img.com/restaurant/images/Rvw/161690/320x320_square_161690353.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/161690/320x320_square_161690354.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/145634/320x320_square_145634528.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/152570/150x150_square_152570306.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/152570/150x150_square_152570308.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/152570/150x150_square_152570313.jpg']"
577,旅路Kitchen, 西大橋駅 239m / カフェ・喫茶(カフェ)、ダイニングバー、イタリアン            ,3.20,大阪府大阪市西区北堀江1-14-20 ,"['https://tblg.k-img.com/restaurant/images/Rvw/94261/320x320_square_94261009.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/96128/320x320_square_96128207.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/94260/320x320_square_94260079.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/72005/150x150_square_72005605.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/72005/150x150_square_72005606.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/72005/150x150_square_72005607.jpg']"
578,ピッコラッテ, 中崎町駅 241m / カフェ・喫茶(カフェ)            ,3.20,大阪府大阪市北区中崎西4-1-8 中崎WESTビル 1F,"['https://tblg.k-img.com/restaurant/images/Rvw/172351/320x320_square_438a5a019c27247465b8e59f2409abdd.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/172351/320x320_square_3527cb4cdc7b5436db5c6ecd373b7f5d.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/164281/320x320_square_87b05e4938a58499e5bf3d6e1c1a8d73.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/172351/150x150_square_438a5a019c27247465b8e59f2409abdd.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/172351/150x150_square_3527cb4cdc7b5436db5c6ecd373b7f5d.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/172351/150x150_square_384d8a996e1cfe056a8bd7209f3612b4.jpg']"
579,喫茶ルプラ, 大阪上本町駅 523m / カフェ・喫茶(喫茶店)、カフェ・喫茶(コーヒー専門店)、カフェ・喫茶(カフェ)            ,3.20,大阪府大阪市天王寺区小橋町8-15 ,"['https://tblg.k-img.com/restaurant/images/Rvw/176994/320x320_square_fbf9c7d8a75914b419fe1cd19b3674c4.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/176994/320x320_square_7b919a9afca1eb5355f96fec6fe8d889.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/176994/320x320_square_a8d63330e92ee4e25d8d89c97920abbc.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/76160/150x150_square_76160683.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/76160/150x150_square_76160678.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/76160/150x150_square_76160761.jpg']"
580,美好年代, 四ツ橋駅 200m / カフェ・喫茶(カフェ)、スイーツ（その他）            ,3.20,大阪府大阪市西区北堀江1-16-9 ,"['https://tblg.k-img.com/restaurant/images/Rvw/176891/320x320_square_621804b0448321c6eeb6e0d9c5072359.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/118213/320x320_square_118213954.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/116119/320x320_square_116119872.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/116717/150x150_square_116717623.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/116722/150x150_square_116722114.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/116717/150x150_square_116717629.jpg']"
581,ジャコー, 野田阪神駅 137m / カフェ・喫茶(喫茶店)            ,3.20,大阪府大阪市福島区吉野2-14-16 ,"['https://tblg.k-img.com/restaurant/images/Rvw/11347/320x320_square_11347406.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/11347/320x320_square_11347408.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/11347/320x320_square_11347409.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/95682/150x150_square_95682814.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/95682/150x150_square_95682818.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/94692/150x150_square_94692660.jpg']"
582,パフェ&ジェラート LARGO ルクアイーレ店, 大阪駅 115m / カフェ・喫茶(カフェ)、パフェ、アイスクリーム            ,3.20,大阪府大阪市北区梅田3-1-3 ルクア  イーレ 4F,"['https://tblg.k-img.com/restaurant/images/Rvw/158578/320x320_square_158578015.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/177008/320x320_square_cbcc86b290a37e7875ff2f944f337447.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/158578/320x320_square_158578013.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/178400/150x150_square_b21368b474834a1421d4893e77f5be74.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/178400/150x150_square_9c807515b09ac917b54bc73ae3504801.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/178400/150x150_square_f1c2b2101b92260c1b1940b7b335f821.jpg']"
583,むさし, 岸里駅 72m / カフェ・喫茶(喫茶店)            ,3.20,大阪府大阪市西成区千本中1-3-1 ,"['https://tblg.k-img.com/restaurant/images/Rvw/172243/320x320_square_01bbd0f131640d728c3f0042e3f12f0c.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/172243/320x320_square_f250ace6efc5cf8bd3f860e5dddaed65.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/172243/320x320_square_1f59ea3428ca69834e5c78c62ea24364.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/105286/150x150_square_105286709.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/105286/150x150_square_105286716.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/105286/150x150_square_105286719.jpg']"
584,珈琲 ほんだ, 徳庵駅 79m / カフェ・喫茶(喫茶店)            ,3.20,大阪府大阪市鶴見区今津北5-17-6 ,"['https://tblg.k-img.com/restaurant/images/Rvw/150550/320x320_square_150550816.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/113727/320x320_square_113727154.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/122990/320x320_square_122990359.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/152493/150x150_square_152493953.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/152493/150x150_square_152493959.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/152493/150x150_square_152493960.jpg']"
585,パインローズ, あびこ駅 221m / カフェ・喫茶(カフェ)、ケーキ            ,3.20,大阪府大阪市住吉区苅田7丁目6-23 ,"['https://tblg.k-img.com/restaurant/images/Rvw/158110/320x320_square_158110155.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/158110/320x320_square_158110156.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/158110/320x320_square_158110165.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/149640/150x150_square_149640994.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/149640/150x150_square_149640995.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/149640/150x150_square_149640996.jpg']"
586,マカプレッソ 大阪鶴橋店, 鶴橋駅 723m / カフェ・喫茶(カフェ)、マカロン            ,3.20,大阪府大阪市生野区桃谷3-8-11 ,"['https://tblg.k-img.com/restaurant/images/Rvw/176077/320x320_square_9ce1984491068d2ecbfb15f9d113a3ea.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/176077/320x320_square_583472dd0e72328d0884f7fb15630cc8.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/176077/320x320_square_47b3648a6df2d1fabf3a99523b2adaea.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/140422/150x150_square_140422118.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/140422/150x150_square_140422122.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/140422/150x150_square_140422126.jpg']"
587,低糖質cafe&bar華美, 中崎町駅 116m / カフェ・喫茶(カフェ)、ケーキ、バー            ,3.20,大阪府大阪市北区中崎1-6-17 松一ビル 201,"['https://tblg.k-img.com/restaurant/images/Rvw/76055/320x320_square_76055341.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/82392/320x320_square_82392776.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/82392/320x320_square_82392647.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/79465/150x150_square_79465287.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/79465/150x150_square_79465281.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/79465/150x150_square_79465279.jpg']"
588,カフェ シヤント, 四天王寺前夕陽ケ丘駅 362m / カフェ・喫茶(カフェ)、カフェ・喫茶(コーヒー専門店)、カフェ・喫茶(カフェ・喫茶（その他）)            ,3.20,大阪府大阪市天王寺区上汐5-7-1 ,"['https://tblg.k-img.com/restaurant/images/Rvw/170489/320x320_square_f9fcca341b3a51d9a69c4c95cb29b4df.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/170489/320x320_square_85ede1d472f263c2669b3e161b057ed7.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/163581/320x320_square_9e62afcf41a37456a0e05d071b301dde.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/171501/150x150_square_4d3efb094508237b755c9e53080d1d3f.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/171501/150x150_square_5e232b83f35e0c510de83e5a58443fb5.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/167963/150x150_square_3aea4121295934032eb8bd5352dd8ade.jpg']"
589,千鳥文化, 北加賀屋駅 369m / カフェ・喫茶(カフェ)、バー            ,3.20,大阪府大阪市住之江区北加賀屋5-2-28 ,"['https://tblg.k-img.com/restaurant/images/Rvw/160955/320x320_square_160955967.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/160955/320x320_square_160955968.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/160955/320x320_square_160955976.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/174524/150x150_square_2efc6f80dbde5462595b73e910745806.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/174524/150x150_square_6e10d3cb6fdb1f1e4a462f29738d81c5.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/174524/150x150_square_f9b6877b4fa5cb21e4ce8cad154291cc.jpg']"
590,サロン ウフ エ モア あべのハルカスダイニング店, 大阪阿部野橋駅 77m / カフェ・喫茶(カフェ)、オムライス            ,3.20,大阪府大阪市阿倍野区阿倍野筋1-1-43 あべのハルカス近鉄本店 14F,"['https://tblg.k-img.com/restaurant/images/Rvw/170200/320x320_square_b60f017fcc54f91df45b8d767eec0588.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/170200/320x320_square_be3c5e1f7081c2040d32583422fc459f.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/170200/320x320_square_52f400e4bdfb4804bfee81866fb63d52.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/165772/150x150_square_979745e130d29f63081efc2065096050.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/165772/150x150_square_4fd65c22156e4345d15fbaaaf91d0c40.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/165772/150x150_square_f8abda5a6f53aa3ec97014f54bd2467f.jpg']"
591,ロイヤルフレーバー 阪急うめだ本店, 梅田駅 97m / カフェ・喫茶(コーヒー専門店)            ,3.20,大阪府大阪市北区角田町8-7 阪急うめだ本店  B2F,"['https://tblg.k-img.com/restaurant/images/Rvw/173290/320x320_square_9e688da01a0c0ac30bffc08782da6d58.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/173290/320x320_square_30736d88567f090ffd9ed00b72209b01.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/150946/320x320_square_150946231.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/151836/150x150_square_151836808.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/173290/150x150_square_2723375d197e7ff1d61839962f0aa839.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/173290/150x150_square_0d98f65dd5aa841dd9843bbb43565357.jpg']"
592,アンティーク, 中崎町駅 401m / カフェ・喫茶(喫茶店)、ハンバーグ            ,3.19,大阪府大阪市北区堂山町8-18 霧島ビル1F,"['https://tblg.k-img.com/restaurant/images/Rvw/6336/320x320_square_6336541.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/6336/320x320_square_6336545.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/28213/320x320_square_28213954.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/6336/150x150_square_6336541.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/6336/150x150_square_6336545.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/6336/150x150_square_6336542.jpg']"
593,壺水天 南堀江本店, 四ツ橋駅 342m / カフェ・喫茶(カフェ)、ラーメン、餃子            ,3.19,大阪府大阪市西区南堀江1-21-15 ,"['https://tblg.k-img.com/restaurant/images/Rvw/69269/320x320_square_69269539.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/69270/320x320_square_69270134.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/69269/320x320_square_69269576.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/126490/150x150_square_126490741.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/126490/150x150_square_126490747.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/126490/150x150_square_126490768.jpg']"
594,ジェイティード 靱本町店, 本町駅 430m / カフェ・喫茶(カフェ)、ケーキ、スイーツ（その他）            ,3.19,大阪府大阪市西区靱本町1-7-13 101,"['https://tblg.k-img.com/restaurant/images/Rvw/159691/320x320_square_159691174.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/159691/320x320_square_159691136.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/108561/320x320_square_108561727.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/108561/150x150_square_108561727.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/108561/150x150_square_108561732.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/108561/150x150_square_108561724.jpg']"
